Gene.symbol	Gene.ID	adj.P.Val	logFC
NA	NA	0.000638474456590619	1.36287026544445
NA	NA	0.000639514653766986	-1.46821119855556
NA	NA	0.000639514653766986	5.40090039433333
RIC3	79608	0.000639514653766986	-1.17090642416667
NA	NA	0.000639514653766986	-0.778305240333333
NA	NA	0.000639514653766986	-1.35917526038889
TOR1AIP2	163590	0.000658182294451297	1.30665369827778
NA	NA	0.000662179529242257	-1.17085889777778
NA	NA	0.000662188613142863	-0.715946438999999
FAM213A	84293	0.000678270224613481	-2.34389552816667
NA	NA	0.000678270224613481	-2.14248594188889
NA	NA	0.00067993600783593	-1.15290416505556
NA	NA	0.000682482603647941	1.67536684672222
GBF1	8729	0.000744161683228445	0.891458653444446
TP73-AS1	57212	0.000744161683228445	-1.5820905855
NA	NA	0.000749600153401694	-1.73886690616667
LAG3	3902	0.00076060653686213	-1.2974006235
CD84	8832	0.00076060653686213	1.94739118738889
		0.000760895264609802	-1.62336940927778
NA	NA	0.00078014403977821	-1.50813612444445
NA	NA	0.00078014403977821	-1.98988094905556
NA	NA	0.000780901749394285	-2.04185013277778
NA	NA	0.000780901749394285	-1.14637792422222
TMEM63A	9725	0.000780901749394285	-1.13942555477778
NA	NA	0.000781962801623548	1.13478552488889
NA	NA	0.000788111833829761	-1.30638361327778
NA	NA	0.000802629618788992	-1.64281156705556
NA	NA	0.000802629618788992	-1.529122043
NA	NA	0.000805769694721751	-3.74533917566667
NA	NA	0.000805769694721751	-1.94933051411111
C1orf132///MIR29C	100128537///407026	0.000818616302089798	-2.48351618055556
NA	NA	0.000831411194422678	1.36047518133334
NA	NA	0.000832519224535158	1.25807904888889
NA	NA	0.000832519224535158	-1.69411538372222
NA	NA	0.000842060221528357	-1.958643252
NA	NA	0.000842482361980594	-1.11689643455556
NA	NA	0.000860245053696812	-1.30504096661111
NA	NA	0.000894157762958502	-4.08330626688889
NA	NA	0.000895660714344022	1.05769170155556
NA	NA	0.000906922432988354	-0.945430603888891
NA	NA	0.000916466556000686	-1.15327096505556
NA	NA	0.000921427185140961	-3.542145431
NA	NA	0.00092718214393704	0.907481105888889
NA	NA	0.00092943587988662	-1.10903095544445
NA	NA	0.000931919075735061	-0.967745570777783
NA	NA	0.000941192388773977	2.19363706088889
NA	NA	0.000941698621370872	-1.00886136294444
NA	NA	0.000946156441656374	-1.48399778555555
NA	NA	0.00094747539977637	1.81363929388889
NA	NA	0.00096032069962783	1.32951091855556
NA	NA	0.000961454352027699	-1.72785811177778
NA	NA	0.000961454352027699	1.6613739595
ARHGAP22	58504	0.000964325086944264	-1.700199197
NA	NA	0.00100463868225691	-0.842439438222222
NA	NA	0.00100515318506047	1.57064895083334
HFM1	164045	0.00100515318506047	-0.842400243
NA	NA	0.0010213004976429	-2.22522258183333
NA	NA	0.00102141633259127	-1.51541335077778
NA	NA	0.00102141633259127	-1.70500914488889
NA	NA	0.00105051498299381	1.92477797183333
PDZD3	79849	0.00106867212425001	0.850361000222223
NA	NA	0.00107135022452253	0.93977948027778
GABPB2	126626	0.00107250653776871	1.43849432327778
NA	NA	0.00107536178893885	-2.84665700283333
NA	NA	0.0011321517371883	-1.15857696883333
NA	NA	0.00114295372199143	1.48440343366667
NA	NA	0.00114880335230276	1.604379637
RNF17	56163	0.00114880335230276	-1.48132849744444
NA	NA	0.00114880335230276	1.18255224455556
NA	NA	0.00116486811928684	-1.22934292855556
NA	NA	0.00117848347592186	-1.3755795345
NA	NA	0.00118258639387542	-1.64959955061111
NA	NA	0.00119450476053148	-2.48748569061111
NA	NA	0.00120584912068547	-0.910141982611115
NA	NA	0.0012061114292106	2.89121421644445
NA	NA	0.0012061114292106	-1.861654307
NA	NA	0.00120805070390756	-3.09015923466667
PTPRE	5791	0.0012118818707731	1.92101409811111
NA	NA	0.0012118818707731	-1.54914173394444
NA	NA	0.00121542125283245	-1.78028411177778
CDADC1	81602	0.00121890237462604	-1.67071134261111
NA	NA	0.00122822836833823	0.950023618611112
NA	NA	0.00122822836833823	-1.35471030922222
DKFZP434L187	26082	0.00123000047072158	-1.36768066461111
RAB1B	81876	0.00124036288898482	1.03342973372223
PTP4A2	8073	0.00124036288898482	1.20237250211111
NA	NA	0.00127375423169994	-1.3914991585
NA	NA	0.00127649570901544	3.87812040183334
NA	NA	0.00132111202782869	2.73885771505555
NA	NA	0.00133913808344552	-1.4063208285
NA	NA	0.00135163087348652	-1.59221243755555
NA	NA	0.0013529281983468	-1.15204797283333
NA	NA	0.0013529281983468	-1.2616876105
NA	NA	0.00135983690432822	-1.50707428522222
NA	NA	0.0013706026597147	-0.919614711166667
TAF5L	27097	0.00138179835674793	1.02195218888889
NA	NA	0.00138179835674793	-0.943650952611108
NA	NA	0.00138179835674793	-3.00860672877778
NA	NA	0.00138179835674793	1.43317678661111
NA	NA	0.00138179835674793	1.50635232777778
NA	NA	0.00138179835674793	-3.0499908065
NA	NA	0.00139843409647456	-0.901598354722223
NA	NA	0.0014022979897017	-2.95298163861111
NA	NA	0.00141996475680904	-1.24755788772222
NA	NA	0.0014254614123382	-0.861529181444448
NA	NA	0.00142655491640409	-2.089965677
NA	NA	0.00142655491640409	-0.839032742777778
NA	NA	0.0014330008775005	-1.42257222761111
EIF5AL1///EIF5A	143244///1984	0.00144327616044202	2.02313946516667
NA	NA	0.00144772625635082	-1.74697289283333
NA	NA	0.00144923245220221	3.35750454777778
NA	NA	0.00146248046484785	-1.52765116861111
NA	NA	0.00153015816594319	-1.62335429066667
ST6GALNAC5	81849	0.00154431030124497	-1.43329800944445
NA	NA	0.00157737328803602	2.57156709988889
NA	NA	0.00158187037001831	0.999653853555555
NA	NA	0.00160358963504356	1.06553869966667
NA	NA	0.00162587429912066	-2.11143035911111
NA	NA	0.00162781745444247	-3.51058245683333
NA	NA	0.00163007941435074	-1.40196247588889
NA	NA	0.00163360550626564	1.33345322611111
NA	NA	0.00166073460330594	-1.00888372072222
PAQR7	164091	0.00166073460330594	-1.24374944888889
NA	NA	0.00166073460330594	-1.15833782211111
AQR	9716	0.00166992915466342	0.902652672833334
NA	NA	0.00166992915466342	-2.64870414205556
NA	NA	0.00166992915466342	2.31581951472222
NA	NA	0.0016825113734772	-0.788872185444445
NA	NA	0.00171342043509918	-2.35246024205556
NA	NA	0.00171464448580538	-1.42967830122222
NA	NA	0.00172634362598268	1.07722705138889
NA	NA	0.00172993246889502	1.718345697
NA	NA	0.00173660598761721	1.45938330444445
NA	NA	0.0017951336567677	1.34848159244444
RB1	5925	0.00179981384370978	1.73918942322222
		0.00180689410469161	-0.958955814888888
NA	NA	0.00182427303304416	-1.42464977055555
NA	NA	0.00184288762393327	-1.62365828261111
NA	NA	0.00187923498869911	3.01838330827778
NA	NA	0.00188565060562781	-0.839535137055558
NT5DC3	51559	0.00188565060562781	2.28589401133333
NA	NA	0.00188565060562781	2.89160312355556
NA	NA	0.00188565060562781	1.62609727788889
NA	NA	0.00189508571086021	-2.198106774
LOC400464	400464	0.00189508571086021	-1.8256440165
NA	NA	0.00189508571086021	1.31744400644444
NA	NA	0.00191029627482415	1.08374350533334
NA	NA	0.00191528301653622	-2.59985144172222
NA	NA	0.00192633294634656	0.853503935722221
NA	NA	0.00192684897795121	-1.14540609316667
NA	NA	0.00193641624773191	-2.19187522
ROBO4	54538	0.00196753894561018	-1.51598861416667
NA	NA	0.00196753894561018	-1.65087524105555
NA	NA	0.00196753894561018	-2.913332789
NA	NA	0.00198833928092637	-1.47812636633333
NA	NA	0.00198833928092637	-0.837891845333333
NA	NA	0.00199560581493786	-0.881381238166667
NA	NA	0.0020036703611649	3.02392925211111
NA	NA	0.00201246715639444	-0.994346691333331
NA	NA	0.0020272101563643	-1.58139347911111
CROCCP3	114819	0.0020272101563643	-0.890447551499999
NA	NA	0.0020272101563643	0.959234977055559
NA	NA	0.0020272101563643	2.13278366911111
ACIN1	22985	0.0020272101563643	0.880644823944442
TNFRSF1B	7133	0.00204563321030352	2.66094364438889
NA	NA	0.00205413235241028	-1.03955507177778
NA	NA	0.00206189505033544	-1.30334332261111
NA	NA	0.00210729544935888	-1.45640062466667
C10orf12	26148	0.00211290210703741	1.69994605338889
NA	NA	0.00212490266186919	-3.03881665016667
NA	NA	0.00214717754050873	2.65595269888889
NA	NA	0.00215613476062013	-1.876411131
NA	NA	0.00216974258626148	-1.85755331316667
CERS2	29956	0.00218623468262165	0.768868769722225
MNDA	4332	0.00218623468262165	4.30201230822222
MASTL	84930	0.00218623468262165	1.88839342844445
NA	NA	0.00218623468262165	-1.23909364005556
NA	NA	0.00218784727796603	1.00522596555555
NA	NA	0.00218784727796603	2.51437884044444
C3AR1	719	0.00218784727796603	4.03608085088889
NA	NA	0.00218784727796603	-1.10293657411111
NA	NA	0.00218784727796603	-1.15993783427778
NA	NA	0.00220246633825892	-2.07340232288889
NA	NA	0.00221692042426363	1.37283145122222
NA	NA	0.00222576800070046	0.801074734222222
NA	NA	0.00224336789213145	1.57323737294445
NA	NA	0.00224753116820131	1.20680185722222
RNF169	254225	0.00224753116820131	0.912433341499995
NA	NA	0.00228445455271064	-1.37371631461111
NA	NA	0.00228445455271064	-1.86685597716667
NA	NA	0.00229942999347659	0.891851446666667
NA	NA	0.00231075702346074	-1.95737365
NA	NA	0.00231243121006283	2.62459167844444
NA	NA	0.00232431689668978	-2.3336607885
NA	NA	0.00232565930535017	-1.51694397416667
NA	NA	0.00233786375559386	2.08586504122222
NA	NA	0.002358586241864	4.39374550822222
NA	NA	0.00236022361519491	-0.996799821666664
NA	NA	0.00236589091798887	-1.35355150861111
NA	NA	0.00238929381472381	1.14356719055555
NA	NA	0.0024080651681275	-2.60430481933333
NA	NA	0.0024080651681275	0.9520107625
NA	NA	0.00242928599051557	-1.46851691011112
NA	NA	0.00245231956594601	-1.53520593155555
NA	NA	0.00247024780845076	-1.08138090638889
NA	NA	0.00249427856497709	-1.40617448022222
NA	NA	0.00249427856497709	-0.973879084000004
NA	NA	0.00252240767630214	-2.50409863494445
		0.00254150757145923	-1.10134619488889
NA	NA	0.00260032722168779	-1.59288599333333
		0.00260321273068513	-1.12647406194445
NA	NA	0.00263225068004057	-1.32226122105555
NA	NA	0.00263225068004057	-1.30327260705556
NA	NA	0.00265820354690826	1.31209125261111
MTF1	4520	0.00268298454412456	1.6966647665
NA	NA	0.00268298454412456	-2.65557878966667
NA	NA	0.00270145703367722	-0.568796220333334
NA	NA	0.00270178272969559	0.992028251222223
ALOX5AP	241	0.00274091228665728	3.33931982611111
NA	NA	0.00277517786931076	2.33272565516667
NA	NA	0.00277517786931076	-1.65243770072222
NA	NA	0.00282970751691223	-3.31844801422222
NA	NA	0.00283658643955098	-2.43428025205556
RCOR1	23186	0.00283658643955098	0.986327433555555
ARHGAP5-AS1	84837	0.00283658643955098	-1.10952705616667
NA	NA	0.00283873856892656	-0.844313886999999
NA	NA	0.00284203129090641	-0.982222107277781
USF1	7391	0.00284207044524521	1.17643673244445
NA	NA	0.00284882218889474	1.970577088
PITPNM1	9600	0.00288788989667505	1.35134574511111
NA	NA	0.00289791274105026	-0.92553927988889
KCNA6	3742	0.00289791274105026	-1.11112056022222
NA	NA	0.00291783940840083	-1.47041262211111
NA	NA	0.00294340992387265	1.36141436111111
PTPRJ	5795	0.00295516379370069	2.80255804422222
NA	NA	0.00297847963396802	-0.600055949833333
FAM53B	9679	0.00298719098524358	1.02006561394445
NA	NA	0.00299595893082166	-1.14060299177778
NA	NA	0.00302899451667556	-2.43799666372222
PGGHG	80162	0.00302899451667556	-1.69239074138889
CCDC59	29080	0.00307966041246341	1.95408188455555
NA	NA	0.00308368512408572	-0.801802281111113
NA	NA	0.00312096813043838	-1.15230788544444
AKT3	10000	0.00312724239910106	-3.48438311033334
NA	NA	0.00315573640306788	-2.05355357033333
NA	NA	0.00315573640306788	0.631741078333333
DAGLA	747	0.00315921710994285	1.10819777922222
NA	NA	0.00317627749954836	-0.538492325388889
NA	NA	0.00319457395722413	1.01341783105555
NA	NA	0.00319993480696209	1.34147306527778
PGAM4///PGAM1	441531///5223	0.00320006256471881	1.76481815094444
NA	NA	0.00321592654780314	-1.29399356094444
NA	NA	0.00321592654780314	-1.21549978161111
NA	NA	0.00323433715471915	1.65744543044444
NA	NA	0.00325198334091389	-1.44365393555556
SLC30A4	7782	0.00332663057259188	-1.18619250355556
REP15	387849	0.00332663057259188	-0.759511294222222
NA	NA	0.00332933740607687	-1.77714703222222
FBN1	2200	0.0033662394254355	-2.21190620811111
ARG2	384	0.00336651368306982	-2.30269139277778
NA	NA	0.00337582148958462	-1.51203278416667
NA	NA	0.00337582148958462	-0.523549798
NA	NA	0.00337815909520364	-1.39513320233333
NA	NA	0.00342714852332908	0.668024418444446
NA	NA	0.00343309217480062	-1.59838860894444
NA	NA	0.00343496289786004	1.22719816033333
NA	NA	0.00343496289786004	-0.827634931166667
NA	NA	0.00343496289786004	0.840602656666666
TCEB3	6924	0.00343496289786004	1.14722194022222
OR51I1	390063	0.00344345494576325	-0.925793643
NA	NA	0.00346031847895645	-1.19150359255556
GPR132	29933	0.00347577921800145	1.94342437255556
NA	NA	0.00352030609999199	-2.01641170794444
NA	NA	0.00352030609999199	-1.41460056294444
NA	NA	0.0035263545886192	-1.48440874716667
NA	NA	0.00353925359019077	0.800702389000001
NA	NA	0.00354297404722668	2.24843667866667
NA	NA	0.00360080660630038	1.531093317
NA	NA	0.00361986139450712	1.00067266738889
PTMA///PTMA	5757///5757	0.00361986139450712	0.846005527666666
NA	NA	0.00365449613631149	2.6994676355
GPR183	1880	0.00365729825707489	3.36129517172222
NA	NA	0.00368671802917296	-0.675591605000003
NA	NA	0.0036926570974508	-1.88231074755556
NA	NA	0.00372315852521359	0.741978912222217
NA	NA	0.00372315852521359	0.8862003155
CNKSR1	10256	0.00372315852521359	-0.815301499222222
NA	NA	0.00372315852521359	-2.14711227238889
NA	NA	0.00375406099117258	-1.19970832361111
NA	NA	0.00375406099117258	-1.10053141122222
NA	NA	0.0037725393944553	-1.11603225461111
NA	NA	0.00378252136276847	2.28865619433333
CCDC181	57821	0.00378837726412822	-0.846119705111112
NA	NA	0.00382181037487624	-1.48105965211111
NA	NA	0.00382938881550832	-1.90756923833333
NA	NA	0.00384031273159376	-1.59409240666667
NA	NA	0.00384031273159376	-1.41340045111111
NA	NA	0.00384047522413978	-3.61649140277778
NA	NA	0.00384047522413978	-1.32096581016667
NA	NA	0.00384271224245454	1.34696516855556
NA	NA	0.00384271224245454	-2.35200853355556
NA	NA	0.0038470130983833	-0.799327957777777
NA	NA	0.0038470130983833	1.11512111388889
NA	NA	0.00399390196590248	-1.71890606994444
NA	NA	0.00399390196590248	-2.27307081344444
EXOSC10	5394	0.00399390196590248	1.35954707466667
NA	NA	0.00402747647402918	-3.10576538638889
NA	NA	0.00405221493883698	1.13320319783333
NA	NA	0.00405221493883698	0.905636861833333
NA	NA	0.00405221493883698	-1.11242795888889
NA	NA	0.00405447172790255	-1.13650897627778
NA	NA	0.00405447172790255	-1.628417789
NA	NA	0.00405447172790255	-1.05405765333333
NA	NA	0.00405890029782934	-1.60492743888889
NA	NA	0.00406064077729426	-2.36484033022222
NA	NA	0.00406064077729426	-3.70729284966667
NA	NA	0.0041235272383947	-0.923513344111111
LCP1	3936	0.0041235272383947	1.08851804111111
NA	NA	0.0041235272383947	0.751833284999998
SRGAP2	23380	0.0041235272383947	2.00176546088889
DDX50	79009	0.00413921191112158	-1.49021025305555
NA	NA	0.00415142671084054	0.799327922888889
		0.00418344071450653	-1.13937319894444
NA	NA	0.00418344071450653	1.37366834144444
NA	NA	0.00421826260881227	2.326049011
ETNK2	55224	0.00423283869083398	-1.13577258944445
NA	NA	0.00425900584768201	-1.88259185644445
ZPR1	8882	0.00425900584768201	0.738456878333334
NA	NA	0.00426829899209536	1.21470539116667
NA	NA	0.00428597193097341	2.11339342566667
ZNF770	54989	0.00429206026981496	-1.50697004005556
NA	NA	0.00429206026981496	1.53396706488889
NA	NA	0.00429206026981496	-1.35408505188889
NA	NA	0.00431576134801365	-1.65458173788889
NA	NA	0.00433905950259797	1.06458204127778
NA	NA	0.00434146365118418	-1.04214022044444
