Gene.symbol	Gene.ID	adj.P.Val	logFC
NA	NA	3.68421343130749e-07	-1.79255372233333
C12orf57///C12orf57	113246///113246	3.78444236197753e-07	1.66378211544445
NA	NA	4.02645300749292e-07	-3.28372489738889
NA	NA	4.02645300749292e-07	1.42141665255556
NA	NA	4.02645300749292e-07	2.98104838572222
PELI3	246330	4.03137683648487e-07	-1.38459479572222
NA	NA	4.14314494015496e-07	1.73810923027778
NA	NA	4.14314494015496e-07	1.3725596255
RAB39A	54734	4.2990050949311e-07	-2.59696452888889
NA	NA	4.2990050949311e-07	1.48318565788889
NA	NA	4.3691034528234e-07	4.24003670511111
MACF1	23499	4.38976352596873e-07	1.41082113672222
SLCO3A1///SLCO3A1	28232///28232	4.64180211117342e-07	-1.51988762477778
NA	NA	4.70087655649552e-07	-2.78286210105555
NA	NA	4.80547359731683e-07	-2.50554541122222
NA	NA	4.80547359731683e-07	-1.80325297961111
NA	NA	5.03081811651616e-07	4.047332478
PPFIBP2	8495	5.1333078989485e-07	-2.37463873755556
CLEC4D	338339	5.22313377516295e-07	-4.07871456777778
NA	NA	5.42221392442065e-07	2.60310472766667
LIPN	643418	5.74009138002414e-07	-3.61306986438889
NA	NA	6.05734377519449e-07	-2.01369941405556
CASP5	838	6.22490205393966e-07	-2.27056772755555
GPR137B	7107	6.25800302181122e-07	-2.28531330966667
NA	NA	6.37005419899111e-07	-3.59728275555556
CENPJ	55835	6.37005419899111e-07	2.12521386
PARP1	142	6.37005419899111e-07	1.68687818833333
NA	NA	6.37005419899111e-07	1.79437231016667
NA	NA	6.37005419899111e-07	-2.52300885533334
NA	NA	6.43652630449358e-07	3.28427861038889
NA	NA	6.59141168783436e-07	1.80518851033333
LOC642846///DDX12P///DDX11	642846///440081///1663	6.64893111988969e-07	1.88064145305556
FANCI	55215	6.71241908239711e-07	2.92098366988889
NA	NA	6.81449316356236e-07	-1.00704146383333
SNORD44	26806	7.36715882446975e-07	2.26784100966667
HIST2H3D///HIST2H3A///HIST2H3C	653604///333932///126961	7.38181392917587e-07	3.4125293055
NA	NA	7.41560803815635e-07	1.57572728511111
NA	NA	7.6019357464219e-07	-1.86777970194444
NA	NA	7.81584815561212e-07	-2.37716142566667
NA	NA	7.82750327833931e-07	2.44193525727778
NA	NA	7.82750327833931e-07	3.82096161161111
NA	NA	7.92109147022225e-07	-2.92935460177778
NA	NA	7.94444049399766e-07	2.47478789272223
NA	NA	8.32796873411783e-07	3.35676472144444
NA	NA	8.61369661026321e-07	2.38893859466667
		8.81457091360449e-07	-2.58283813522222
NA	NA	9.11958277217038e-07	2.03449258177778
NA	NA	9.11958277217038e-07	-3.55564411438889
NA	NA	9.18660240066793e-07	1.11845485655555
NA	NA	9.51668535113314e-07	2.93911208433333
CDC123	8872	9.8790069830426e-07	1.03766145961111
EVI5	7813	9.91386596101923e-07	-2.4244792375
PADI2	11240	1.02615275524267e-06	-2.6461235545
NA	NA	1.05425787906295e-06	1.15590832055556
RNASE4///ANG	6038///283	1.05425787906295e-06	-2.54737313427778
NA	NA	1.05985009307407e-06	2.85969330894445
NA	NA	1.0751347249629e-06	1.66695726694445
NA	NA	1.07759896469912e-06	-3.16004723333334
NA	NA	1.09929702101921e-06	2.40168840561111
NA	NA	1.13374837771756e-06	3.02598226244445
GPATCH4	54865	1.14560733838436e-06	1.27721278572222
NUAK2	81788	1.18311534660873e-06	-2.49776437311111
NUCB2	4925	1.18593594544548e-06	2.40271716711111
NA	NA	1.20525285177681e-06	3.08456874272222
NA	NA	1.21488961844324e-06	1.75850125438889
NA	NA	1.22150003794296e-06	2.70270468861111
NA	NA	1.26112605590547e-06	-4.34274282038889
DAGLA	747	1.26112605590547e-06	-1.43547257477778
SUV39H2	79723	1.32276710003507e-06	2.25209629022222
NA	NA	1.33794303718779e-06	-1.48211336983333
CAMSAP2	23271	1.36182169144113e-06	-1.94027417494444
		1.36182169144113e-06	-1.51511784916667
NA	NA	1.38629564084647e-06	-3.39407965133334
NA	NA	1.41313423028376e-06	2.53531058711111
NA	NA	1.4200766970586e-06	2.26758497438889
MYCL	4610	1.4531144413364e-06	-2.42670866011111
NA	NA	1.46963360684505e-06	3.05745873338889
NA	NA	1.47749453549039e-06	2.32302616283334
CEP128	145508	1.52259977198251e-06	2.165955326
NA	NA	1.52769856875216e-06	3.73660732111111
NA	NA	1.52769856875216e-06	2.23587020322222
CLEC4E	26253	1.52769856875216e-06	-4.97631002577778
CCNY	219771	1.53206255281839e-06	-1.29631892861111
SLC27A2	11001	1.53206255281839e-06	3.85462934044444
NA	NA	1.57018653498761e-06	-2.11019812266667
NA	NA	1.57088140835241e-06	3.36405796322222
NA	NA	1.57088140835241e-06	-2.70907114666667
AMPD2	271	1.57088140835241e-06	-1.22661741866667
WARS	7453	1.57088140835241e-06	-2.06858881427778
NA	NA	1.57088140835241e-06	2.02199352138889
NA	NA	1.66325282947649e-06	-3.07867751194444
PRKCQ	5588	1.7088654456039e-06	2.72647132333333
NA	NA	1.7200701138797e-06	-2.88410021405556
NA	NA	1.74430731450419e-06	-2.16117913266667
NA	NA	1.74930797332624e-06	3.4662966095
NUCKS1	64710	1.77509218351552e-06	1.48171646338889
NA	NA	1.77509218351552e-06	-3.82662645755556
NA	NA	1.79611555773105e-06	1.77554788594444
LOC100996763///NOTCH2NL///NOTCH2	100996763///388677///4853	1.79862185176877e-06	-1.28146824005555
EBPL	84650	1.84481359680996e-06	1.86515692511111
NA	NA	1.85228186127336e-06	3.18526215483333
WDHD1	11169	1.85228186127336e-06	3.08012011938889
TPCN1	53373	1.85608057680325e-06	-1.99498892633334
NA	NA	1.87480208370991e-06	1.8745917785
FUBP1	8880	1.93345478147351e-06	0.988427555166666
NA	NA	1.97154305032167e-06	-1.77310253105556
NA	NA	1.98537954893881e-06	1.31313379927778
NA	NA	1.98537954893881e-06	-1.70925332233333
NA	NA	2.02881493376311e-06	-1.46780935183334
SCCPDH	51097	2.08063224989036e-06	1.91627283738889
NA	NA	2.08063224989036e-06	2.03765195233333
		2.1274705803579e-06	3.17178995477778
TMBIM4///TMBIM4	51643///51643	2.14866778978949e-06	-0.975899979944442
GLT1D1	144423	2.14866778978949e-06	-4.40779002066667
RPS3	6188	2.16310046374216e-06	0.830745262777775
NA	NA	2.16310046374216e-06	3.7378062085
TCIRG1	10312	2.20573403383114e-06	-1.39500988088889
NA	NA	2.24528898384337e-06	-3.35345641283333
NA	NA	2.29060381852815e-06	-2.104588529
NA	NA	2.3007375053315e-06	-3.22122181916667
NA	NA	2.3007375053315e-06	1.43371804222222
NA	NA	2.3007375053315e-06	1.32294675711111
RPH3A	22895	2.34248724544533e-06	-1.61185586038889
UNG	7374	2.34451055045043e-06	1.96285554522222
BLM	641	2.38298899500121e-06	2.31323607233333
NA	NA	2.38895733959637e-06	-3.35107487722222
SNHG12///SNORA16A///SNORA61///SNORA44///SNHG12	85028///692073///677838///677825///85028	2.42442337534388e-06	2.43594780777777
NA	NA	2.4294613513515e-06	1.24949955194445
NA	NA	2.43551672510766e-06	2.09943847088889
NA	NA	2.48259484889282e-06	2.588300231
NA	NA	2.48259484889282e-06	-2.155670516
CENPF	1063	2.52741163289775e-06	3.48458679733333
NA	NA	2.52741163289775e-06	1.47101521972222
NAT10	55226	2.52741163289775e-06	1.409737232
BUB1B	701	2.52741163289775e-06	3.15592939161111
NA	NA	2.56237495751628e-06	2.22758180405556
NA	NA	2.61329530795536e-06	-3.05587238783333
NA	NA	2.66164371520466e-06	2.30652586105556
NA	NA	2.70008551008609e-06	1.41678691666667
NA	NA	2.73468896101445e-06	1.34368774566666
P2RX7	5027	2.79066629518688e-06	-2.25059421388889
		2.84730033695885e-06	-1.62514091894444
NA	NA	2.88493958486688e-06	1.04110758572222
NA	NA	2.99244651512124e-06	1.82952873022222
IPMK	253430	3.00404153414495e-06	-1.80600592183333
NA	NA	3.05246684898553e-06	-1.9016305655
TIRAP	114609	3.0622252517458e-06	-1.75498106305556
NA	NA	3.08393064426257e-06	1.48076697666667
NA	NA	3.09651871157256e-06	-1.93461993827778
NA	NA	3.10531926057734e-06	-1.3495840945
TBC1D30	23329	3.23515106017057e-06	-1.04813874088889
NA	NA	3.25842919214598e-06	-2.05036234955556
NA	NA	3.41858277195375e-06	-2.13618982305556
BCL10	8915	3.54502803740942e-06	-1.00739282772222
NA	NA	3.57821817735278e-06	4.14459881827778
NA	NA	3.57821817735278e-06	-1.29998370883334
BRCA2	675	3.58233904812945e-06	2.10931429822222
CCT2	10576	3.63418975481717e-06	1.70287847422222
C2CD2L	9854	3.63418975481717e-06	-1.41666445411111
NA	NA	3.72019627896138e-06	-1.60022358155556
NA	NA	3.7923115386862e-06	-2.89805549483333
NA	NA	3.79574000850923e-06	-3.58188852905556
NA	NA	3.79574000850923e-06	1.39355703216667
NA	NA	3.80806344974429e-06	3.19492467666667
CDH23	64072	3.8676928042071e-06	-1.367811793
NA	NA	3.90583744957667e-06	-2.39287565183333
FAM46C	54855	3.90611853369363e-06	3.43424889411111
NA	NA	3.90611853369363e-06	2.40403892438889
NA	NA	4.0108231492914e-06	1.60262940288889
NA	NA	4.21148175654881e-06	-1.82829589716667
NA	NA	4.21148175654881e-06	-1.48702745738889
NA	NA	4.25731016490242e-06	2.08964848472223
NA	NA	4.31061351154124e-06	-3.39960146694445
CTPS1	1503	4.32560725968895e-06	1.64588422194444
NA	NA	4.32641473925236e-06	-2.192286513
NA	NA	4.46359279220362e-06	-1.06377144894445
HIST2H3D///HIST2H3A///HIST2H3C	653604///333932///126961	4.53287342212846e-06	3.40021228583333
ECE1	1889	4.53287342212846e-06	-2.27894019972222
NPC2	10577	4.53287342212846e-06	-1.82775902516667
CASP1	834	4.61198499389815e-06	-2.51163860483333
WEE1	7465	4.61198499389815e-06	2.469162817
MCM10	55388	4.7464268707549e-06	2.52802152505556
ZRANB2	9406	4.84533346666522e-06	1.10086273933334
NA	NA	4.94775420768862e-06	3.1768139845
NA	NA	4.95040254620198e-06	2.46740248566667
NA	NA	4.95040254620198e-06	-3.11746409633333
NA	NA	4.95040254620198e-06	2.29676294977778
NA	NA	4.95040254620198e-06	2.05593821455555
NA	NA	5.05531631199148e-06	-1.69874195916666
NA	NA	5.0563781041646e-06	1.15778540855556
NA	NA	5.0563781041646e-06	-1.54627720694444
NA	NA	5.0563781041646e-06	2.04269955083333
NA	NA	5.05980399478979e-06	2.84141038905556
ATP8B2	57198	5.10553011288184e-06	2.09311644433334
SNORD78	692198	5.31544132095888e-06	2.45916389127778
NA	NA	5.38769333753111e-06	3.15714415477778
NA	NA	5.73591222149312e-06	-2.47079911994445
TMOD2	29767	5.77286067614035e-06	-2.78569100355555
NA	NA	5.80265724998494e-06	1.55822445544445
NA	NA	5.80405709699064e-06	-4.26813110355556
NA	NA	5.80405709699064e-06	-1.46021270511111
		5.93170907776359e-06	-2.13009754372222
SIDT2	51092	5.93785197235729e-06	-1.7192726985
NA	NA	5.95697389677992e-06	1.79884529572222
SERPINA1	5265	6.02917202680281e-06	-3.58858197027778
NA	NA	6.11954504982305e-06	2.17819681783334
NA	NA	6.36911129563434e-06	-1.52801927033333
NA	NA	6.37812404116196e-06	2.92810661022222
FMO5	2330	6.48237733629326e-06	-1.97884518261111
NA	NA	6.54501260525575e-06	-4.96931965811111
MKI67	4288	6.55068708951154e-06	3.70498392711111
NA	NA	6.55068708951154e-06	0.74413842111111
LIN7A	8825	6.58296233370443e-06	-3.12821229127778
SEMA4B	10509	6.58296233370443e-06	-1.32796642844445
NA	NA	6.8341890215226e-06	-1.45767862111111
NA	NA	6.94980828069199e-06	3.38189851272222
NA	NA	6.9776756906857e-06	3.80075720372222
NUF2	83540	6.98819542688951e-06	3.08815678516667
NA	NA	7.01993886297915e-06	1.27049894677778
HSP90AA1	3320	7.14926300600406e-06	1.13969976805556
NA	NA	7.28801408163055e-06	2.41807123844444
NA	NA	7.38546313797685e-06	-3.70062255511111
NA	NA	7.40062374924174e-06	4.85802958872222
NA	NA	7.42278565896384e-06	-2.4043560865
CIT	11113	7.54286070769995e-06	2.86049170816666
NA	NA	7.73316982853117e-06	0.932753413333334
NA	NA	7.8411841083934e-06	1.9187917595
SNORD15A	6079	7.84546877515773e-06	1.42138994161111
		7.90574142710259e-06	-0.997929736222222
NA	NA	7.91467538691699e-06	-1.18307202638889
		7.97713565625051e-06	-1.86140292455555
NA	NA	8.01572184837464e-06	-4.02800096983333
NA	NA	8.07073828070638e-06	-2.4189048325
NA	NA	8.07073828070638e-06	4.44652740705556
CATSPER2	117155	8.07073828070638e-06	1.20346513522222
NA	NA	8.12672543846207e-06	-1.30466763822222
NA	NA	8.133027191592e-06	-1.50331846605556
NA	NA	8.18432930893689e-06	1.56517920905556
TLR5	7100	8.27624880254415e-06	-3.50299645827778
NA	NA	8.27805816108132e-06	-1.93547387405556
NOTCH2	4853	8.37051706777004e-06	-1.51616678155555
NRBF2	29982	8.37754569577782e-06	-1.02885768405556
NA	NA	8.41010700893906e-06	1.11908792261111
NA	NA	8.42527570067715e-06	1.92225105783333
APOA2	336	8.63769850693271e-06	-1.56812830944444
NA	NA	8.68143858728064e-06	-3.85170557038889
CPSF6	11052	8.72967913773319e-06	1.354757712
NA	NA	8.72967913773319e-06	2.40845811672223
NA	NA	8.84411055576272e-06	2.50877163444445
NA	NA	8.84411055576272e-06	-1.41462672555555
NA	NA	9.14866324530059e-06	1.50771264016667
NA	NA	9.26731098369657e-06	-3.44824431761111
NA	NA	9.65102744240748e-06	-1.38001219188889
NA	NA	9.72520067355439e-06	1.6461165935
SUPT16H	11198	9.75790181393975e-06	1.35703741066666
NA	NA	9.75790181393975e-06	2.00091309444445
SLC2A5	6518	9.7887315887499e-06	2.54879562177778
NA	NA	9.7887315887499e-06	-1.6335838875
NA	NA	9.80758026131443e-06	-2.21689278827778
NA	NA	9.85924450671421e-06	0.926911662777776
S100A12	6283	1.01964097177406e-05	-5.51690073361111
NA	NA	1.02082635918437e-05	-1.20885580933333
THEMIS2	9473	1.02465120653613e-05	-2.30870915994445
MTHFD1	4522	1.02465120653613e-05	1.8640263965
NA	NA	1.02616631858311e-05	-1.73079465233333
NA	NA	1.02616631858311e-05	-1.52957468072222
MAN1C1	57134	1.03760626767355e-05	-1.46844024905555
NA	NA	1.04206632028622e-05	-1.71490426538889
NA	NA	1.05754705350193e-05	-1.83737225894445
ITM2B///ITM2B	9445///9445	1.05812493945836e-05	-1.28951378983333
NA	NA	1.05812493945836e-05	-2.29094306961111
NA	NA	1.07291566806793e-05	-1.02210050577778
NA	NA	1.08280299596632e-05	1.14942646472222
LINC01599	196913	1.08280299596632e-05	-1.19254059133334
NA	NA	1.08280299596632e-05	-1.36271895483333
NA	NA	1.10826745234611e-05	-1.41050173961111
NA	NA	1.10931081848212e-05	2.44517407327778
NA	NA	1.12981240044823e-05	0.802689304666666
NA	NA	1.1333463493147e-05	2.90392585344444
NA	NA	1.17263141375906e-05	-1.5105334285
NA	NA	1.17263141375906e-05	1.31355557266667
NA	NA	1.18655517619426e-05	3.97247918261111
NA	NA	1.20234235527807e-05	2.25101088811111
NA	NA	1.20473585145608e-05	-2.09279322438889
NA	NA	1.2219934391607e-05	-1.78811112866667
TP53BP1	7158	1.2219934391607e-05	1.63984565683333
NA	NA	1.2219934391607e-05	3.53394173377778
NA	NA	1.22206735564421e-05	-1.63313177316667
NA	NA	1.22206735564421e-05	3.32920683405556
NA	NA	1.22206735564421e-05	-2.68900607166667
NA	NA	1.22449857783634e-05	-1.87158888638889
NA	NA	1.26017355015035e-05	2.31241793644445
RCC1///SNHG3///RCC1	1104///8420///1104	1.26017355015035e-05	1.38118966416667
NA	NA	1.27363003982149e-05	-1.88301398477778
NA	NA	1.27445867603572e-05	4.76807339166667
NA	NA	1.27445867603572e-05	-3.13188718577778
NA	NA	1.27445867603572e-05	-1.53679437022222
KDELC2	143888	1.27445867603572e-05	2.43704638661111
NA	NA	1.27445867603572e-05	1.50079901111111
NA	NA	1.27445867603572e-05	2.21272978222222
NA	NA	1.27550428515761e-05	-1.9752592755
NA	NA	1.27942221363359e-05	0.974613785222219
NA	NA	1.27944003266467e-05	-3.54768773194445
OVOS///OVOS2	408186///144203	1.2893681588912e-05	2.84148055344444
NA	NA	1.2893681588912e-05	1.98321299222222
NA	NA	1.31483322096298e-05	4.26849268044444
HIST2H4B///HIST2H4A	554313///8370	1.317753040787e-05	3.16858176855556
NA	NA	1.31877163278391e-05	1.61776086288889
NA	NA	1.32920609365953e-05	-1.11340489161111
NA	NA	1.33528579615057e-05	-1.23305911616667
C10orf131	100127889	1.35169133874095e-05	-0.744221984722223
NA	NA	1.36300134277145e-05	4.09467084983333
NA	NA	1.37079321181938e-05	1.42983872961111
NA	NA	1.37079321181938e-05	2.11788582383333
NA	NA	1.37079321181938e-05	1.171986542
NA	NA	1.37955703152303e-05	1.47715809383333
GPR65	8477	1.37955703152303e-05	-3.16218438583333
NA	NA	1.37955703152303e-05	-2.34789510055556
CD1D	912	1.39199894973489e-05	-3.07435987461111
NA	NA	1.39511345309317e-05	-1.36401665277778
NA	NA	1.39511345309317e-05	1.90423060644445
NA	NA	1.40983308150578e-05	-1.015770264
NA	NA	1.40983308150578e-05	1.82744475455556
DLEU1	10301	1.40983308150578e-05	2.54408704377778
KMO	8564	1.41076065272313e-05	-2.48261402622222
STX3	6809	1.41512078235235e-05	-1.48631330311111
HORMAD1	84072	1.41625431370213e-05	-2.97019747816667
NA	NA	1.43264162863348e-05	2.71197277811111
GOLGA8R///GOLGA8O///GOLGA8N	101059918///728047///643699	1.44107774955543e-05	2.39552818461111
NA	NA	1.51737838798506e-05	1.60294485261111
IRAK3	11213	1.528267352734e-05	-1.248864037
NA	NA	1.53694060736737e-05	2.83820948611111
NA	NA	1.53694060736737e-05	-1.42127470222223
NA	NA	1.55795056527933e-05	1.9639822035
GNS	2799	1.57125810598566e-05	-1.85166914672222
NA	NA	1.57125810598566e-05	-1.90197680194444
ORC1	4998	1.58351556705592e-05	2.41735179127778
NA	NA	1.58351556705592e-05	1.33008778605556
CAMKK2	10645	1.59186548319717e-05	-1.262120019
NA	NA	1.64501499427708e-05	1.14070995294444
TARBP1	6894	1.65093881093141e-05	2.40363549444444
RRM1	6240	1.67632011618139e-05	2.0241319685
CDK2	1017	1.682398563008e-05	1.95144238127778
NA	NA	1.682398563008e-05	-1.68766165194445
NA	NA	1.682398563008e-05	-1.03954669394445
NA	NA	1.68472722913206e-05	1.72520962461111
NA	NA	1.69958359697595e-05	-1.09189463661111
NA	NA	1.69958359697595e-05	-1.61758412083333
NA	NA	1.69958359697595e-05	-1.50374866122222
NA	NA	1.70312838739213e-05	-2.16211006077778
SPI1	6688	1.70312838739213e-05	-1.44293963366666
YARS	8565	1.70406771530377e-05	0.926835652166671
NA	NA	1.70406771530377e-05	-1.79537866705556
COL24A1	255631	1.7047898702108e-05	2.41149761855556
CHP1	11261	1.73112215651643e-05	-0.969092883611113
NA	NA	1.74101404252487e-05	-1.58225602272222
NA	NA	1.74133133224052e-05	1.28333183916666
SLC6A12	6539	1.74133133224052e-05	-1.51945596144445
NA	NA	1.75320497004957e-05	-1.27636303966667
NA	NA	1.75762612820671e-05	-3.65871240816667
NA	NA	1.76157988315752e-05	-1.23425433627778
NA	NA	1.76326766411101e-05	-0.777394768944444
LACTB	114294	1.76645340784708e-05	-1.67046037916667
F5	2153	1.79898476928919e-05	-3.61361441933333
NA	NA	1.79898476928919e-05	-4.04146375516667
NA	NA	1.81986707754305e-05	1.5631904895
KIF11	3832	1.82158067382268e-05	3.21872442761111
NA	NA	1.82158067382268e-05	-1.8271116805
NA	NA	1.82836754881997e-05	-1.2052102105
HIST2H2AA4///HIST2H2AB///HIST2H2AC///HIST2H2AA3	723790///317772///8338///8337	1.84054336493464e-05	1.92002957327778
RCN2	5955	1.88245092956768e-05	1.18253262822222
TRIM62	55223	1.88839654167639e-05	-0.808088616833333
NA	NA	1.88992264323832e-05	-1.90100690155556
NA	NA	1.88992264323832e-05	2.27896371744444
NA	NA	1.89009226078652e-05	-1.62544924861111
IL18BP	10068	1.89248500377002e-05	-1.00683774388889
NA	NA	1.8929632534776e-05	1.70052929233334
UTS2	10911	1.89653485437096e-05	-1.88707454427778
NA	NA	1.90364347368764e-05	-2.85659024788889
RAD51AP1	10635	1.90643159117057e-05	2.64949052327778
BORCS7-ASMT///BORCS7	100528007///119032	1.90963035888033e-05	-1.27491968144444
NA	NA	1.90963035888033e-05	2.21640745288889
ANO6	196527	1.91880319419063e-05	-1.11496888094444
NA	NA	1.92295121686835e-05	-1.52958775427778
NA	NA	1.92913014049493e-05	1.93000291538889
NA	NA	1.92913014049493e-05	-1.24773439688889
NA	NA	1.93672784842096e-05	-1.59405181466667
CHST15	51363	1.94339736368461e-05	-3.05433537633334
NA	NA	1.97919850340091e-05	1.21474409983333
NA	NA	1.99063395039076e-05	-2.74930720294445
NA	NA	2.04902361574186e-05	-1.29478374211111
NA	NA	2.04902361574186e-05	-1.311954845
NA	NA	2.05215626916198e-05	2.0843064925
NA	NA	2.05215626916198e-05	1.58540606694445
RPSAP36///RPSAP19///RPSAP9///RPSAP58///RPSAP15///RPSA	100128888///730029///653162///388524///220885///3921	2.06680300129252e-05	1.2996119755
RASSF5	83593	2.07558950458697e-05	-1.29172188227778
NA	NA	2.07860505234455e-05	-1.14948546244445
NA	NA	2.07860505234455e-05	1.45241822983333
MECR	51102	2.08210555049158e-05	1.20080747038889
RBM19	9904	2.11419098832354e-05	0.690815132277777
NA	NA	2.1300518133001e-05	1.95756978238889
AKR1C3	8644	2.14763996156559e-05	3.72285706177778
NA	NA	2.16792564846993e-05	-1.54199763516667
NA	NA	2.19288231313232e-05	-2.26479071927778
NA	NA	2.20316219775153e-05	-1.3657244605
NA	NA	2.2131664614405e-05	0.931978676666665
NA	NA	2.2131664614405e-05	1.41431008305556
NA	NA	2.21901394980408e-05	2.23588695716667
NA	NA	2.26229263449148e-05	1.65944985972222
MS4A14///MS4A7	84689///58475	2.28707291330155e-05	-3.42360735938889
NA	NA	2.32614717491158e-05	-4.63894034844445
NA	NA	2.35127093923132e-05	-1.4790919725
STARD10	10809	2.36374236253931e-05	-0.852648024833336
NA	NA	2.36854156184644e-05	1.40819718533333
NA	NA	2.38262590120341e-05	-2.71602291411111
NA	NA	2.38764259404599e-05	2.249451496
SMCO4	56935	2.42024141621054e-05	-2.85672023522222
NA	NA	2.46486366388612e-05	2.32631589044444
NA	NA	2.47673163545522e-05	-1.32907174166667
